,Yoon,Barton,Name,Corr,dx/sx,Cons/prog,Ind/col,Flame,Agreeableness,Conscientiousness,Em Stability,Extroversion,Openness,Social Use
41,0.030917234867157226,3.0,R_3qg9lmkdRQpudKN,0.462325768233304,34.0,4.0,6.0,55.0,31.0,16.0,10.0,50.0,73.0,49.833333333333336
42,0.23173312716306105,18.666666666666668,R_3pbrtPpH7ynqZZD,-0.5428719561791745,100.0,26.0,19.0,17.0,51.0,70.5,69.5,24.0,70.0,25.33333333333333
43,0.2652860235003092,24.833333333333332,R_3lXfafBbiRv4qq9,-0.3460956015514725,91.0,36.0,75.0,88.0,54.5,78.5,80.0,42.0,96.0,17.5
44,0.411443365681286,33.25,R_3lFfVa21hZfug7t,0.4137262048695588,100.0,1.0,50.0,88.0,84.5,56.5,59.5,49.0,55.0,75.83333333333333
45,0.13871404480081456,11.75,R_3kFJfDVTSn0wwIo,0.0919094386617397,17.0,12.0,69.0,75.0,53.0,44.0,62.0,18.0,72.5,77.16666666666667
46,0.30814995737274137,25.333333333333332,R_3kBBJDKHju3xK28,0.9602720907629996,91.0,28.0,50.0,35.0,82.0,80.5,43.0,77.5,92.0,47.66666666666666
47,0.23647597796792083,17.75,R_3ixy9GoaVmRCrGo,0.6450631393174222,52.0,0.0,1.0,2.0,40.5,57.0,0.5,73.5,39.0,37.833333333333336
48,0.38309975014079106,34.083333333333336,R_3hyYvqdBIeuGNLR,0.6003118241895057,17.0,0.0,0.0,15.0,71.0,29.5,56.5,18.0,37.5,40.833333333333336
49,0.12497939723152944,11.416666666666666,R_3gLx0Fytk5k5EtK,-0.4001279762054928,100.0,3.0,1.0,2.0,95.0,0.5,99.5,84.5,74.5,2.5
50,0.4535378520414686,44.75,R_3ff4Ij2QrGuv6tc,0.5109556304950954,30.0,0.0,5.0,74.0,22.5,43.5,36.0,26.5,31.0,57.0
51,0.2913298121812456,26.333333333333332,R_3fBu0Bik9lSJnzQ,0.4321785327726652,87.0,1.0,30.0,49.0,51.0,61.5,11.0,10.0,73.0,19.666666666666668
52,0.0823866217865042,7.916666666666667,R_3eePwclQwvdPGHU,-0.3870333360055316,22.0,3.0,4.0,7.0,74.0,83.5,40.5,76.5,89.0,45.66666666666666
53,0.31209570958443694,24.833333333333332,R_3dJQA1zdhP0glcQ,0.4495319811526228,100.0,2.0,30.0,71.0,32.5,29.0,18.5,18.5,82.0,71.66666666666667
54,0.1720882541632098,11.75,R_3Rz3IM4PEoSY1Hj,0.817434525174517,86.0,22.0,22.0,58.0,46.0,64.5,28.0,46.5,76.5,50.5
55,0.31006355905434724,21.583333333333332,R_3R8WV0I74cAEcI4,-0.1026485812782882,62.0,4.0,8.0,52.0,72.5,49.5,86.0,7.5,78.0,16.666666666666668
56,0.2612451451411048,18.833333333333332,R_3QXmeizb2aQ8se6,0.5728343471373868,87.0,1.0,7.0,3.0,14.5,49.0,8.5,9.0,48.5,47.5
57,0.4448684063178203,37.5,R_3QFRbBNnCWRCZk7,0.6353709160527459,62.0,2.0,4.0,47.0,51.5,26.5,31.0,12.0,59.5,31.666666666666668
58,0.06290891244535243,5.416666666666667,R_3PYM2haetl51vYW,-0.1113210703854109,94.0,2.0,0.0,18.0,50.0,28.5,65.0,46.0,89.5,53.5
59,0.16800505050505052,16.75,R_3OdluHQD8p5Y1jI,-0.2116387853109863,92.0,33.0,50.0,19.0,61.5,54.0,60.0,36.5,50.0,42.833333333333336
60,0.09512685389934124,8.5,R_3NXpX3Dn79ECwSP,0.6447079091794047,48.0,8.0,7.0,91.0,65.0,29.0,68.5,65.0,83.0,32.166666666666664
61,0.19353469976241652,15.75,R_3NQAtPnQqy4SCZ9,-0.1227863986067835,56.0,28.0,9.0,6.0,44.5,40.5,59.0,73.5,29.5,60.5
62,0.3066289813598065,22.5,R_3NHPwdeshwxPQTQ,-0.0712218368238975,100.0,34.0,49.0,58.0,24.0,54.5,5.5,48.5,73.0,64.0
63,0.2219098781642204,20.416666666666668,R_3MtCxDOt9K12f63,-0.2821505878969076,76.0,4.0,41.0,1.0,52.0,48.0,39.0,21.5,84.5,51.16666666666666
64,0.45880361783990936,35.75,R_3MDrSHiK8uRbaxb,0.2233057742915058,76.0,26.0,62.0,34.0,39.0,49.0,8.0,12.0,61.0,18.166666666666668
65,0.3174445586660917,25.083333333333332,R_3KPnTpsvT6Z74lH,-0.0118792533382715,5.0,1.0,9.0,62.0,44.5,8.0,14.5,34.0,67.0,52.16666666666666
66,0.2911024736364772,25.75,R_3Jw8zxPmxLH4VDX,-0.2385685848105953,74.0,0.0,80.0,21.0,53.0,42.0,3.0,25.0,27.0,97.33333333333331
67,0.456563347108004,38.416666666666664,R_3JsgXCaoP5xYnWk,0.6687833688218828,71.0,1.0,2.0,1.0,26.5,50.5,1.0,30.5,13.5,77.16666666666667
68,0.3671359908241698,30.25,R_3JDjImIFN1Iphrb,-0.2280438199002798,86.0,17.0,66.0,27.0,68.0,54.0,20.5,21.5,56.5,47.66666666666666
69,0.35698282630726935,32.916666666666664,R_3I66jqia0NNXiWu,-0.2927644249722795,71.0,3.0,50.0,6.0,32.0,71.0,69.0,10.5,63.5,28.0
70,0.11615891052414166,9.583333333333334,R_3GjKZrv16V62o22,0.7051547208023403,100.0,2.0,65.0,23.0,52.5,49.0,62.5,19.5,42.0,72.66666666666667
71,0.07797320301840774,6.583333333333333,R_3GD4uesxt0Kgux4,0.6243976610451629,100.0,4.0,51.0,75.0,68.5,49.0,1.5,89.0,83.5,45.333333333333336
72,0.1778205961612925,13.25,R_3F5qzWacCWau3yN,0.6303596128109443,3.0,83.0,55.0,38.0,49.5,94.5,94.0,44.5,47.0,6.5
73,0.3154750738208615,24.916666666666668,R_3F3hxbVd2h0tCIV,-0.1467556193210251,100.0,3.0,52.0,2.0,54.0,26.0,55.0,34.0,71.5,21.33333333333333
74,0.2715972326566574,18.583333333333332,R_3EyQZYsnfw2yVSF,0.266770541869933,71.0,1.0,8.0,27.0,46.0,36.0,55.5,57.0,83.5,50.833333333333336
75,0.09382386062211263,8.166666666666666,R_3EsgDx0IsR9T6kM,0.2277566456783268,86.0,10.0,44.0,29.0,37.5,65.5,63.0,18.5,61.5,54.333333333333336
76,0.2481888732944614,17.5,R_32VgR8FN8oBjGYO,0.8869457370086979,73.0,38.0,29.0,3.0,60.0,53.5,10.0,27.0,71.0,78.0
77,0.24855525433516232,21.416666666666668,R_32OS19MvDXMArYw,0.4372277679355117,93.0,10.0,21.0,41.0,68.0,38.5,39.5,44.0,37.5,70.0
78,0.3797440731494966,31.666666666666668,R_2zvwjTShxb2844g,0.2765978732422411,2.0,5.0,6.0,2.0,72.5,97.5,23.5,75.0,98.0,1.8333333333333333
79,0.3953460692138326,31.25,R_2zoKpp8wOBDfFgB,-0.106344425978149,69.0,1.0,8.0,24.0,36.5,45.5,66.5,75.5,73.0,59.0
80,0.29295944571998805,18.833333333333332,R_2zT6tLwLYxXtInw,0.9530811317743622,87.0,10.0,32.0,6.0,48.5,47.5,16.5,7.0,45.5,22.5
81,0.30850779916459464,24.333333333333332,R_2yllXHHwpmVXs56,-0.0931713128944437,44.0,1.0,16.0,16.0,14.5,40.0,33.5,7.0,65.0,37.5
82,0.10599440884011847,10.0,R_2xVIliYauw28VBu,0.0911003377616955,18.0,54.0,64.0,60.0,48.0,60.5,53.0,71.0,37.0,29.33333333333333
83,0.325829245450834,27.583333333333332,R_2wM0WWl1IwS7HDL,0.7789111835072299,99.0,19.0,40.0,62.0,47.0,54.5,38.5,39.5,57.0,12.833333333333334
84,0.18929117631783968,11.416666666666666,R_2vjFyy84mbQ49PC,0.5997516423633773,68.0,2.0,0.0,27.0,62.0,51.0,2.0,52.5,99.5,6.166666666666667
85,0.27761033905322724,20.833333333333332,R_2tlDb7NIeHU2D8z,0.833201088555813,61.0,4.0,27.0,1.0,83.5,67.5,49.0,18.0,90.0,8.333333333333334
86,0.13522701824725725,9.5,R_2tN6BNwGOreXyYV,0.4928153750855846,57.0,28.0,33.0,91.0,61.0,95.5,52.5,89.5,73.0,47.333333333333336
87,0.28123684366105595,23.916666666666668,R_2t6cZ1kuHTodUNC,0.9772883740753536,81.0,14.0,61.0,27.0,46.5,75.5,16.5,51.0,97.5,31.5
88,0.3649609877836042,27.333333333333332,R_2sTJ9fbSRO6V3NV,-0.1166243616460874,39.0,31.0,47.0,1.0,5.5,81.5,29.0,0.5,99.0,42.16666666666666
89,0.25676621658764515,24.833333333333332,R_2ro7tJW8SttKywH,0.3928293143626847,75.0,42.0,24.0,20.0,27.0,65.0,2.0,64.5,26.0,97.66666666666669
90,0.39358434181634716,33.5,R_2foBzq59EtC15h7,0.7222696488646891,100.0,2.0,53.0,18.0,65.0,74.0,61.5,76.5,82.0,7.166666666666667
91,0.3751622167013989,30.666666666666668,R_2f84qBuORiScmHa,0.2684796882819104,75.0,12.0,37.0,7.0,79.0,86.5,29.5,78.0,56.0,39.333333333333336
92,0.22228233936088826,21.0,R_2e2mgvRZRrKxH2G,-0.499118616542906,100.0,1.0,74.0,65.0,47.5,42.5,47.0,21.5,83.5,50.0
93,0.2729762856870007,25.833333333333332,R_2dY2LnTg7Eu85mk,0.103478296104247,100.0,1.0,100.0,69.0,51.0,54.0,94.5,15.0,77.5,39.5
94,0.14715618053827487,13.083333333333334,R_2dAXglDMZYkYd5o,-0.2571199810073019,100.0,37.0,10.0,70.0,91.5,69.0,41.0,15.0,97.0,20.0
95,0.4942806042492613,32.25,R_2cARDKqXJjDr3zc,0.6355797045660915,90.0,1.0,17.0,1.0,47.5,60.5,43.5,8.0,75.0,34.5
96,0.11267990390193489,9.333333333333334,R_2c5fs9OIrTDfmRo,0.95286861135091,91.0,41.0,25.0,47.0,52.5,36.0,59.0,75.0,42.0,85.66666666666667
97,0.23443164792963833,19.25,R_2aggZJAPHJr2aWm,0.377150577254401,100.0,0.0,38.0,7.0,84.0,57.5,1.0,11.0,83.0,51.333333333333336
98,0.10882380732190576,10.083333333333334,R_2aaCeNY8gF1DJt7,0.4812702706443263,20.0,16.0,14.0,2.0,55.5,86.5,53.5,46.5,16.5,0.5
99,0.06722106626259658,6.166666666666667,R_2YLJgCMEy06NXbE,0.8104457773790769,100.0,6.0,25.0,51.0,35.0,84.0,13.0,31.0,14.5,68.83333333333333
100,0.3178879943321804,24.833333333333332,R_2Y5hhEdAL6pgwmx,0.6705247834685657,0.0,1.0,2.0,2.0,39.5,50.0,27.0,36.0,18.0,10.833333333333334
101,0.24310872488254542,20.166666666666668,R_2WUxQboeZhcMj6M,0.3794582175895037,98.0,28.0,12.0,19.0,26.5,24.5,2.0,8.5,92.0,63.5
102,0.22684973863387833,19.916666666666668,R_2VL9UIbnODNlHjD,0.7422876881512568,61.0,27.0,9.0,19.0,75.5,49.5,4.0,25.5,88.5,17.0
103,0.3222848592579337,23.5,R_2V7KFoNhU7rGNkD,0.6726666468278097,52.0,7.0,34.0,6.0,77.5,73.0,59.0,25.0,32.5,37.833333333333336
104,0.14001177487476094,13.0,R_2TFdnS5xYt3J4dD,0.0010646021328611,100.0,23.0,44.0,33.0,64.0,39.5,35.0,53.0,40.0,68.66666666666667
105,0.196483751538584,15.166666666666666,R_2SoAympZO87csOn,0.4188061267244198,59.0,10.0,8.0,35.0,23.5,58.5,53.5,26.5,67.5,46.16666666666666
106,0.1361814060647451,11.916666666666666,R_2SJLVjP16T3j9s7,0.6072034649740589,52.0,13.0,49.0,35.0,49.0,48.0,63.5,69.5,17.5,67.66666666666667
107,0.20676663675645812,18.833333333333332,R_2S69rqwq39WL06Z,0.0232107809696726,84.0,5.0,8.0,13.0,69.5,48.5,46.5,7.5,83.0,59.5
108,0.2795396864212111,22.666666666666668,R_2QSRIfO6OawZRlu,0.2972997792008361,32.0,24.0,3.0,79.0,58.5,78.5,47.0,63.0,66.0,25.666666666666668
109,0.21130112744955842,18.0,R_2PuqRQn9zAoCjMP,0.3734501104790979,63.0,78.0,48.0,87.0,68.0,96.0,74.5,73.0,81.0,37.0
110,0.4193997979514907,26.916666666666668,R_2Pj7IrCc4VsGE05,0.4825156382905747,50.0,0.0,51.0,25.0,24.5,74.5,20.0,24.5,76.5,5.833333333333333
111,0.35186718130362676,33.333333333333336,R_2DV3lLp3QohknMp,0.8037605471176196,72.0,11.0,73.0,28.0,44.5,66.0,40.5,14.0,64.0,12.5
112,0.14736912293969284,12.0,R_2CZEM1sYej06X88,0.6866994835531383,93.0,16.0,7.0,9.0,57.0,77.0,73.0,53.5,89.0,18.666666666666668
113,0.4409925169408073,39.166666666666664,R_2CUmNiOcdDaFBeb,0.6951587335078944,56.0,20.0,40.0,40.0,75.5,63.5,40.0,61.5,54.5,38.66666666666666
114,0.1727233173413729,10.583333333333334,R_2ByUsWf6i5vl3Dd,0.6686769826724858,60.0,1.0,1.0,36.0,40.0,81.0,37.5,21.0,83.0,42.833333333333336
115,0.1711776498538158,12.0,R_2BwCnpl0vIbV2hr,-0.1677281073185012,76.0,8.0,20.0,38.0,50.0,56.0,75.0,50.0,43.5,11.5
116,0.4858227542819174,42.75,R_2BtCtVEOpQitsoo,0.614611021347448,86.0,14.0,69.0,37.0,45.0,49.5,26.5,30.5,44.0,62.333333333333336
117,0.19197421480908364,15.75,R_27sxAQAzfrl8PVg,0.854382006895766,58.0,10.0,23.0,8.0,73.5,69.5,77.0,21.0,72.5,31.0
118,0.11443926586279385,9.416666666666666,R_27fZrjxepWJQ22w,0.7050027943974304,100.0,2.0,50.0,5.0,71.5,68.0,79.5,15.0,24.0,21.83333333333333
119,0.27828736665994586,19.0,R_27Kfq1xEjtPNiyc,0.9255390500782272,35.0,10.0,50.0,13.0,15.5,60.5,54.5,50.5,74.5,34.333333333333336
120,0.06508759955493829,5.75,R_25z5G0XkywDOvCD,-0.5316856451593365,58.0,23.0,26.0,7.0,31.0,55.5,65.5,41.0,69.0,7.166666666666667
121,0.4154437658902734,35.25,R_25QNosftdkT2xjT,0.5614588775934674,41.0,38.0,35.0,14.0,58.0,67.5,63.5,46.5,26.0,32.166666666666664
122,0.1885946829542655,15.25,R_24dduUJHqHNBlqf,0.6230706427410705,65.0,7.0,15.0,30.0,51.0,50.0,54.0,53.0,61.5,10.666666666666666
123,0.29550950798139486,22.166666666666668,R_23e2iB3ISeimD1c,-0.3738818391131678,49.0,3.0,40.0,48.0,1.0,46.5,79.5,11.5,56.0,27.166666666666668
124,0.15986561768902943,13.333333333333334,R_232XRzqxJzaWDk7,0.8610685197144686,65.0,8.0,14.0,75.0,57.0,72.0,7.5,30.0,60.0,56.66666666666666
125,0.2673524475016065,23.5,R_22lT31xvVegvQiZ,-0.2111016080568833,72.0,3.0,26.0,39.0,8.0,44.5,46.5,38.5,94.0,42.833333333333336
126,0.2324286717747136,14.833333333333334,R_21ERXLC2tIGR9IL,0.9675653884642568,100.0,0.0,0.0,96.0,61.5,37.5,0.0,97.5,99.5,91.83333333333331
127,0.272762249557462,17.583333333333332,R_1r1ifu4dEWRe7Ht,0.9096501137113396,65.0,1.0,26.0,47.0,56.0,57.5,17.5,54.0,64.0,44.5
128,0.29975963484353363,21.333333333333332,R_1qgIb2COueBtRuN,0.7226294026868506,77.0,0.0,1.0,12.0,19.5,36.5,16.5,74.5,74.5,60.5
129,0.2594205662062805,18.166666666666668,R_1q4gMDhxQ5EJWak,0.8477794993097257,63.0,13.0,48.0,23.0,68.0,67.0,60.5,39.0,53.5,57.333333333333336
130,0.18648690254511321,16.333333333333332,R_1pKBlbenfYvpqOK,-0.1506077844933533,97.0,5.0,77.0,9.0,50.5,50.0,31.0,66.5,69.5,53.16666666666666
131,0.11037715178932944,10.333333333333334,R_1nZJOxhzhFFOzTk,0.9278644977572452,22.0,47.0,31.0,17.0,72.5,96.0,95.0,21.5,99.0,1.0
132,0.07472452252401116,6.666666666666667,R_1nPhb0ttOyrYVvV,0.5152788594643958,95.0,9.0,5.0,80.0,20.5,6.5,58.5,11.0,81.0,57.0
133,0.1806303230618149,11.583333333333334,R_1mpZV3JJm3fyzMU,0.0678634956996305,97.0,17.0,46.0,65.0,18.5,46.5,19.5,38.5,67.5,85.66666666666667
134,0.3771282728543552,34.5,R_1mfO8FBx2wd7iwQ,0.0066713629824954,93.0,41.0,59.0,69.0,65.0,41.5,57.5,37.5,95.0,47.5
135,0.2988687748216803,22.583333333333332,R_1kYBjRVdu6si9eK,0.0775514633366538,15.0,40.0,69.0,86.0,40.5,63.0,52.0,64.5,33.5,86.16666666666667
136,0.4000347807149713,32.333333333333336,R_1jpOTeRYHcMZE7G,0.7517481867942452,87.0,9.0,10.0,2.0,60.0,11.5,10.0,19.0,88.0,57.16666666666666
137,0.24859465412565637,15.916666666666666,R_1jp2Vcr7zvthK6g,-0.2403092886320954,45.0,1.0,1.0,6.0,81.0,31.5,25.5,17.0,87.0,48.5
138,0.1698530869019591,15.75,R_1jlmROUDS8n1RsX,-0.2940866061734656,75.0,1.0,6.0,19.0,55.0,74.0,51.0,57.5,89.0,27.666666666666668
139,0.24723689009403294,24.333333333333332,R_1ettBgPl5x4e1Qa,-0.1570872078520163,100.0,0.0,0.0,54.0,49.0,86.0,37.5,78.0,81.5,19.33333333333333
140,0.21753708551247045,19.583333333333332,R_1dKXEtymoF8ej0c,-0.9115954334139884,100.0,2.0,32.0,52.0,15.0,66.5,61.0,33.5,100.0,42.833333333333336
141,0.3633686112821808,35.083333333333336,R_1dK6iII8FaY3GHX,0.8881753378028605,49.0,21.0,40.0,4.0,41.0,62.0,26.5,27.0,93.5,40.833333333333336
142,0.6466524141329643,47.583333333333336,R_1dK3EuUshdghSwA,-0.1004565816080799,63.0,5.0,36.0,2.0,49.5,47.0,88.5,20.5,17.0,45.833333333333336
143,0.08165368383073063,6.583333333333333,R_1SMq0FNKMstSGWt,-0.4192403427203733,100.0,1.0,47.0,1.0,8.5,67.0,0.5,48.0,95.5,15.0
144,0.4726555757646282,43.75,R_1QmzsIE3KtbHofX,0.7772850983622529,62.0,1.0,3.0,53.0,9.0,23.0,39.5,2.5,70.0,32.333333333333336
145,0.26643890613230237,22.25,R_1QGxSdRtZ61O6tB,0.3181727052715564,77.0,0.0,7.0,0.0,29.5,46.0,49.5,65.5,81.5,36.5
146,0.03827596136806663,3.5833333333333335,R_1QEiDU7TY0gwSrr,-0.1121553576173031,28.0,1.0,1.0,16.0,77.5,37.5,34.0,47.0,45.0,57.333333333333336
147,0.19029659894828432,19.0,R_1PYJv1cIBVbmueP,0.3412033259066472,84.0,25.0,51.0,81.0,77.0,66.5,50.0,33.5,76.5,36.16666666666666
148,0.22825223442314257,18.416666666666668,R_1NqqEYprXC7q4JW,0.0209515555308159,52.0,5.0,0.0,0.0,19.5,71.5,82.5,31.5,86.5,26.166666666666668
149,0.07620356440015212,5.5,R_1LqbJP0Aoj4iZvu,0.8072799979808827,80.0,3.0,27.0,0.0,77.5,65.0,87.5,45.0,66.0,5.333333333333333
150,0.36866730404173514,23.916666666666668,R_1LhvIWm77S12vIU,-0.459482145822141,100.0,2.0,5.0,6.0,20.0,45.0,43.0,55.0,79.0,48.66666666666666
151,0.09061384189974085,7.666666666666667,R_1LSyR7MFbXlnml7,0.7637323212151382,94.0,1.0,60.0,18.0,58.5,38.0,7.0,43.5,58.5,61.0
152,0.435511543601822,36.75,R_1LLm1cBXcHZ2agt,0.9056719779795956,48.0,1.0,1.0,75.0,80.5,96.0,50.5,34.0,98.0,43.16666666666666
153,0.22352792379578093,18.083333333333332,R_1LHH9d6oQmkUggK,0.9066989464669116,50.0,8.0,11.0,5.0,8.5,57.0,17.0,42.0,84.0,22.33333333333333
154,0.5254061020685543,40.0,R_1JDcJVADsdDiVz0,0.6997596044333648,12.0,58.0,45.0,55.0,49.0,90.0,53.0,46.0,73.5,58.66666666666666
155,0.4165490655897164,31.666666666666668,R_1IorIggkjx8XUC4,0.5029969096935484,100.0,13.0,24.0,73.0,41.5,50.0,2.0,44.0,85.0,45.0
156,0.20393474915810875,13.166666666666666,R_1HpKmU3KgoCx3IY,0.4779373971593608,55.0,14.0,54.0,10.0,63.0,50.5,26.5,53.0,52.5,57.333333333333336
157,0.3707986562822215,26.833333333333332,R_1EbvrjDepF4dLOJ,0.404454644966116,35.0,16.0,14.0,10.0,58.5,59.5,72.0,39.5,67.0,1.6666666666666667
158,0.10913273508028253,9.916666666666666,R_1C7xxhfigfiFeGd,-0.8989934231007466,96.0,4.0,18.0,22.0,50.0,37.0,29.5,71.0,66.5,22.666666666666668
